Patient_ID	GRB2	HRAS	ITCH	JUN	KRAS	LATS1	LATS2	LIMK1	LIMK2	MAP2K1	MAP2K2	MAPK1	MAPK3	MP	MYC	Metastasis	Microtubule_polimerization	NFE2L2	NR4A3	NRAS	Neuron_migration	mTORC1	mTORC2	PI3K	TSC	SOS1	SPART	SRC	STMN1	SYN1	TTL	Tubulin	WWP1	WWTR1	YAP1	YES1	ERBB2	ERBB3	ERBB4	FOXO	FUS	F_actin_dynamics	GIT1	GNA13	PAK1	PAK2	PAK3	PAK4	PDPK1	PLCG1	PPP1R12A	PPP1R12B	PRKACA	PRKCA	PRKCB	PRKCG	PRKCZ	PTEN	PTK2B	PTPN11	Proliferation	Protein_synthesis	RAC1	RAF1	RHEB	RHOA	ROCK1	ROCK2	RPS6KA1	SHC1	SIRT1	SNAI1	AKT1	AKT2	AKT3	AMOTL2	ARAF	ARHGEF1	ARHGEF11	ARHGEF12	ARHGEF6	ATF2	Actin_cytoskeleton_reorganization	Apoptosis	BAD	BCL2	BCL2L1	BRAF	CDC25B	CDC42	CDC42BPA	CDK1	CFL1	CFL2	CREB1	CTNNB1	CTTN	Cell_migration	DEPTOR	EGFR	EIF4E	EIF4EBP1	EPHA2
GSM2261974	0.9221	0.0	0.0545	0.676669	0.0	0.9999	0.298151	0.9999	0.9999	0.0011	0.985299	0.997356	0.997499	0.0086	0.145858	0.999999	0.0009	0.996582	0.999799	0.0038	0.001	0.87191	0.623461	0.0028	0.0	0.0024	0.207601	0.0021	0.0014	0.014709	0.999001	0.000988	0.207601	0.162242	0.512849	0.998201	0.743338	0.96095	0.0025	0.0	0.0014	0.0078	0.7949	0.9549	0.0049	0.762031	0.0026	0.0024	0.9927	0.134342	0.0009	0.0084	0.0012	0.926885	0.9927	0.993	0.9942	0.0001	0.158515	0.0011	0.999999	0.71538	0.791664	0.0022	0.999999	0.953299	0.991599	0.953299	0.998799	0.947399	0.999999	0.0	0.0011	0.0027	0.9912	0.003582	0.0084	0.390015	0.759799	0.954	0.792462	0.9933	0.9926	0.0	0.9951	0.139153	0.0	0.001364	0.9997	0.0022	0.0038	1.0	0.0005	0.0078	0.9987	0.9997	0.005	0.9914	0.0	0.0023	0.722771	0.0	0.998713
synth_138_Group_3	0.954185	0.011894	0.788502	0.734554	0.125905	0.965953	0.089578	0.96719	0.883141	0.0	0.998099	0.999999	0.999999	0.055294	0.957096	0.998984	0.0	0.980851	0.999999	0.0	0.0	0.9999	0.979162	0.0	0.0	0.0	0.4034	0.0	0.0	0.0087	0.999999	0.0	0.4081	0.460234	0.450748	0.999999	0.9964	1.0	0.0	0.0	0.0	0.0014	0.0181	0.9946	0.0	0.0217	0.003972	0.004	0.997801	0.00434	0.0006	0.052399	0.0	0.905677	0.998157	0.997801	0.998401	0.0	0.0	0.0	0.9989	1.0	0.0181	0.0	0.9834	0.9959	0.9978	0.9959	1.0	0.9975	0.976975	0.0	0.0	0.0	0.997801	0.014301	0.0	0.905592	0.995901	0.994601	0.0181	1.000001	0.997801	0.0011	1.000001	0.0	0.451314	0.002769	0.999999	0.003569	0.05474	0.64583	0.0	0.0017	0.999999	0.849115	0.0	0.942199	0.0	0.0	0.999999	0.0	0.999999
synth_152_Group_3	0.945276	0.0001	0.567301	1.000001	0.259727	0.999801	0.0002	1.000001	0.999901	0.0001	0.99757	0.997984	0.998092	0.132764	0.460431	0.9881	0.0	0.95727	0.9987	0.0	0.0001	0.615435	0.327687	0.0	0.0011	0.0	0.0014	0.0	0.0	0.0	0.998	0.0	0.0092	0.0032	0.0034	0.9989	0.7341	0.784	0.0	0.0006	0.0	0.003382	0.744513	0.9789	0.0	0.68521	0.0	0.0	0.9947	0.35261	0.0018	0.127557	0.0	0.727816	0.864986	0.9958	0.987501	0.0	0.0	0.0	0.988155	0.563251	0.7263	0.0	0.948568	0.978899	0.99457	0.872341	0.998099	0.814141	0.998799	0.487775	0.0	0.0	0.987861	0.006016	0.0	0.741671	0.978901	0.651051	0.623871	0.998201	0.994501	0.011348	1.000001	0.0	0.018762	0.0	0.998199	0.0	0.0	0.998099	0.0	0.003251	0.998199	0.998199	0.0	0.862738	0.365665	0.0	0.569468	0.347592	0.998799
synth_172_Group_4	0.968077	0.004872	0.566501	0.88658	0.007743	0.972607	0.0057	0.97338	0.978401	0.0015	0.992408	0.99834	0.998201	0.555193	0.093714	0.910925	0.0001	0.788739	0.999601	0.092465	0.0001	0.9979	0.994056	0.0	0.0014	0.0011	0.659	0.213282	0.0003	0.190456	0.9999	0.0001	0.659428	0.0006	0.0007	0.907687	0.743397	0.9109	0.0018	0.0	0.0004	0.0017	0.879713	0.9873	0.0157	0.904259	0.181369	0.263606	0.995418	0.242275	0.11644	0.550146	0.220628	0.074449	0.933067	0.844619	0.997003	0.019342	0.216684	0.0	0.910061	0.999602	0.643962	0.000997	0.999302	0.772518	0.79321	0.873795	0.999702	0.771313	1.000002	0.0	0.214658	0.028317	0.997399	0.000941	0.30273	0.170998	0.987299	0.987299	0.64612	0.982646	0.966079	0.086311	0.98405	0.004	0.0	0.0002	0.9997	0.258946	0.258934	1.0	0.06873	0.0017	0.9998	0.9997	0.016701	0.439171	0.0	0.0	1.0	0.0	0.907632
GSM2261745	0.976799	0.0033	0.860399	0.89519	0.009378	0.555192	0.093111	0.653353	0.998099	0.0	1.0	0.9999	0.9999	0.0008	0.108989	0.967521	0.0001	0.548692	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0001	0.9684	0.0002	0.0001	0.060062	0.9876	0.0001	0.9684	0.0002	0.0004	1.0	0.6473	0.803056	0.0001	0.0	0.0	0.0004	0.851801	0.9951	0.0	0.896281	0.056075	0.054427	0.999301	0.660502	0.0002	0.0008	0.0	0.876581	0.999401	0.999301	0.999501	0.0	0.000307	0.0	0.967815	1.0	0.855061	0.0	1.0	0.9955	0.9993	0.958728	0.9999	0.883381	1.0	0.0	0.0	0.021049	0.999401	0.007617	0.083601	0.906163	0.995301	0.995101	0.776731	0.999901	0.999301	0.03259	1.000001	0.0	0.054849	0.0	1.000001	0.051595	0.223055	1.000001	0.0	0.0004	0.999901	0.996119	0.0	0.999101	0.0	0.0	1.000001	0.0	1.000001
synth_79_G3-G4	0.853414	0.0	0.817099	0.805978	0.004621	0.965099	0.0034	0.999999	0.999999	0.0001	0.926363	0.997445	0.997201	0.0786	0.336294	0.9999	0.0002	0.9868	0.995461	0.0004	0.0002	0.995713	0.859504	0.0	0.0003	0.0026	0.8789	0.0	5.8e-05	0.0	0.816423	0.0001	0.905849	0.719095	0.436586	0.998601	0.8787	0.9948	0.004428	0.003967	0.0	0.147632	0.679032	0.3969	0.0	0.676001	0.0	0.0	0.909203	0.012079	0.000564	0.078581	0.0	0.085969	0.90015	0.906316	0.934457	0.0	0.0	0.0	0.999898	0.999998	0.68113	0.0008	0.928988	0.671958	0.909544	0.665139	0.994339	0.886333	0.7274	0.0	0.0	0.0	0.907857	0.505777	0.004324	0.029048	0.66854	0.396899	0.679104	0.99781	0.914909	0.0001	1.0	0.0	0.704766	0.001737	0.994206	0.0	0.0	0.599777	0.0	0.148443	0.99424	0.990765	0.0	0.921899	0.0018	0.0	0.999999	0.0	0.998899
GSM2261657	0.997001	0.01707	0.256031	0.978701	0.172969	0.995905	0.0	0.996401	0.996901	0.0013	0.9997	0.9997	0.9998	0.0004	0.0096	1.0	0.0001	0.9999	0.927618	0.0005	0.0001	0.510949	0.503229	0.0	0.0	0.0	0.740001	0.0	0.0001	0.0	0.999902	0.0001	0.740001	0.030177	0.680934	0.677612	0.59919	0.729787	0.0	0.0002	0.0001	0.0003	0.979001	0.982101	0.0	0.979	0.0	0.0	0.9996	0.655143	0.0	0.0004	0.0	0.449864	0.9996	0.9996	0.9996	0.0	0.0	0.0	1.0	0.9994	0.979	0.0002	1.0	0.9821	0.9996	0.9821	0.720605	0.967415	0.719471	0.0	0.0	0.0	0.9996	0.146526	0.0005	0.067124	0.9821	0.812222	0.979	0.9998	0.9996	0.0	1.0	0.401643	0.29097	0.0	0.719382	0.0	0.101844	0.718497	0.0	0.0003	0.9997	0.9997	0.0	0.9996	0.208594	0.0	0.9997	0.0	0.674526
GSM2261819	0.97193	0.007001	0.275599	0.844752	0.011117	0.962526	0.001769	0.972038	0.964582	0.0	0.999699	0.999799	0.999799	0.0019	0.054797	0.991699	0.0	0.835696	0.999399	0.0006	0.0	0.93957	0.973801	0.0002	0.0002	0.0001	0.6444	0.0012	0.0	0.061514	1.0	0.0	0.644	0.0005	0.027659	0.93632	0.6515	0.9467	0.0061	0.0003	0.027094	0.0011	0.9401	0.9604	0.0001	0.943899	0.042535	0.002992	0.998699	0.879021	0.000961	0.0018	0.0003	0.028904	0.998699	0.998799	0.998699	0.049891	0.0012	0.0	0.991701	0.971558	0.943601	0.0001	0.999901	0.960001	0.998291	0.959901	0.943964	0.651192	0.943606	0.0	0.0002	0.0002	0.9988	0.021178	0.0017	0.231258	0.9604	0.9604	0.937921	0.9999	0.9991	0.0082	0.9999	0.0004	0.0604	0.0157	0.940233	0.002646	0.003225	0.939561	0.0	0.0011	0.999401	0.999501	0.0001	0.998101	0.0204	0.0002	0.999901	0.0001	0.936654
GSM2261954	0.997799	0.0008	0.883999	0.970572	0.0002	0.293861	0.210343	0.883671	0.893183	0.0001	0.985507	0.996407	0.996146	0.233012	0.11021	0.999751	0.000903	0.704026	0.944704	0.072295	0.0009	0.511352	0.503654	0.085361	0.0003	0.000924	0.414312	0.29287	0.0014	0.265424	0.999007	0.00092	0.315735	0.453774	0.362908	0.779151	0.697175	0.879045	0.000633	0.004447	0.060112	0.085177	0.766248	0.944099	0.0002	0.771865	0.27919	0.270953	0.971745	0.095471	0.19317	0.148072	0.264567	0.606616	0.986968	0.975794	0.977826	4.1e-05	0.265682	0.050679	0.999801	0.932914	0.497744	0.000703	0.998301	0.689381	0.72431	0.665223	0.726206	0.943579	0.835898	0.0005	0.259449	0.244534	0.411462	0.008685	0.332649	0.504588	0.651564	0.789202	0.490869	0.996982	0.947588	0.0002	0.999998	0.205688	0.073692	0.0	0.827297	0.266481	0.227222	0.852815	0.319996	0.088808	0.897952	0.901699	0.0002	0.763393	0.233509	0.101883	0.995498	0.0025	0.75592
GSM2261735	0.9927	0.0	0.3174	0.779538	0.361723	1.0	0.0001	1.0	0.980812	0.0002	0.991316	0.999672	0.999601	0.25842	0.347961	0.997201	0.0	0.715174	0.972001	0.026656	0.0	0.9999	0.94268	0.276725	0.0001	0.0002	0.420281	0.276128	0.0001	0.288904	1.000001	0.0	0.418599	0.16176	0.619074	0.998001	0.793823	0.866901	0.0001	0.0003	0.142669	0.007609	0.915697	0.9676	0.0	0.626192	0.277585	0.272708	0.988187	0.485399	0.239322	0.144885	0.258949	0.888242	0.991764	0.988468	0.995781	0.0001	0.260578	0.023347	0.997329	0.604897	0.623533	0.0001	0.999799	0.713642	0.735143	0.590736	0.999598	0.993199	0.999799	0.015968	0.254492	0.311061	0.89825	3.6e-05	0.294167	0.876322	0.967599	0.917971	0.653105	0.999676	0.988816	0.0029	0.999999	0.510336	0.0	0.0	0.999699	0.267891	0.309851	0.999599	0.0002	0.008844	0.999399	0.999699	0.0	0.736915	0.0	0.275485	0.715571	0.016379	0.999599
GSM2262089	0.935585	0.019221	0.0282	0.71643	0.01346	0.592442	0.000157	0.912317	0.896519	0.539965	0.999	0.9998	0.9998	0.104325	0.319894	0.9997	0.0002	0.872126	1.0	0.105942	0.0001	0.984555	0.74395	0.0	0.0	0.0001	0.0003	0.105724	0.0002	0.109049	0.999299	0.0003	0.0003	0.0039	0.0033	0.972399	0.612497	0.770929	0.0002	0.0	0.0	0.00328	0.9924	0.8989	0.0	0.9905	0.108711	0.112769	0.9977	0.884524	0.0	0.099436	0.0	0.573207	0.981157	0.9976	0.989851	0.0	8.3e-05	0.105424	0.9998	1.0	0.9924	0.0001	1.0	0.898901	0.9976	0.896235	1.0	0.791311	1.0	0.52537	0.0	0.0	0.9876	0.0	0.155163	0.233898	0.8989	0.874571	0.9924	0.9998	0.9985	0.0001	0.684785	0.0	0.0083	0.0	1.0	0.108603	0.079123	1.0	0.0	0.003029	1.0	0.9957	0.0	0.891001	0.014135	0.0	1.0	0.0	1.0
GSM2262083	0.993764	0.035345	0.226699	0.375991	0.077276	0.801068	0.0	0.884581	0.881198	0.006	1.0	1.0	1.0	0.0	0.0028	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.6165	0.0	0.0	0.0002	0.999378	0.0	0.6165	0.010647	0.0026	0.999901	0.8064	0.9399	0.0	0.0	0.0	0.0004	0.9972	0.9962	0.0	0.997202	0.0	0.0	1.000002	0.015048	0.0	0.0	0.0	0.685166	1.000002	0.896112	1.000002	0.0004	0.0	0.0	1.0	1.0	0.9972	0.0	1.0	0.9962	1.0	0.9963	1.0	0.839396	0.99829	0.0	0.0	0.0	1.0	0.0	0.0002	0.567797	0.9962	0.9962	0.9972	1.0	1.0	0.0	0.9715	0.0	0.0023	0.0	0.998543	0.0	0.0	0.9983	0.0	0.0004	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.9999
synth_61_G3-G4	0.953831	0.0001	0.7755	0.9938	0.288566	0.9999	0.014	1.0	1.0	0.0001	0.998662	0.9997	0.9998	0.0021	0.117715	1.0	0.0004	1.0	0.9998	0.0008	0.0003	0.99137	0.9982	0.0	0.0001	0.0002	0.0515	0.0	0.0002	0.0	0.9997	0.0002	0.0515	0.0244	0.023303	0.9992	0.829498	0.8815	0.000252	0.0001	0.26313	0.0022	0.967177	0.9243	0.0	0.967389	0.0	0.0	0.997901	0.091226	0.0	0.002	0.0	0.018693	0.997901	0.99162	0.997701	0.0006	0.0	0.0	1.0	0.73116	0.967261	0.0003	0.9999	0.9243	0.998	0.9243	0.9998	0.835823	0.976422	0.0	0.0	0.0	0.9975	0.0	0.0025	0.013575	0.9243	0.9243	0.96709	0.999646	0.9979	0.0	1.0	0.0	0.115053	0.0001	0.9822	0.0	0.0	0.980585	0.0001	0.0023	0.9998	0.9998	0.0	0.9979	0.0	0.0	0.9997	0.0002	0.9999
GSM2261751	0.9871	0.0001	0.7641	0.9974	0.0002	0.9995	0.048666	0.9994	0.9995	0.0	0.9997	0.9996	0.9996	0.043472	0.0078	0.9999	0.0	0.9981	0.9999	0.0001	0.0	0.9863	0.703629	0.0	0.013741	0.00012	0.224	0.001551	0.0	0.005516	0.932977	0.0	0.2238	0.319873	0.321551	0.9999	0.7584	0.9065	0.0002	0.0	0.0	0.0012	0.9919	0.7751	0.0	0.9889	0.0016	0.0017	0.999001	0.085157	0.0001	0.039628	0.0005	0.850526	0.999001	0.999001	0.999001	0.007425	0.34441	0.0	0.999901	0.999901	0.991401	0.0	0.726252	0.778301	0.998601	0.812524	0.999901	0.931904	0.39171	0.0	0.0005	0.13534	0.999	0.000806	0.012077	0.749002	0.7786	0.7751	0.9914	0.999606	0.9992	0.0001	1.0	0.0	0.225108	0.0	0.886363	0.0016	0.0011	0.775787	0.009988	0.0012	0.9998	0.970807	0.0	0.953707	0.0	0.0	0.9999	0.0001	0.9999
GSM2262162	0.940526	0.0002	0.942699	0.590147	0.0022	0.925639	0.0	0.956493	0.975499	0.01593	0.983	0.9992	0.9993	0.020441	0.028938	0.916934	7e-06	0.491205	0.9965	0.0194	0.0	0.435863	0.452999	0.0	0.0001	0.0001	0.355699	0.025893	0.0001	0.657136	0.999899	0.0001	0.407627	0.119594	0.122484	0.990199	0.727033	0.920472	0.0	0.0013	0.0	0.086675	0.370747	0.9362	0.0	0.902725	0.489826	0.495656	0.968002	0.001213	0.008503	0.015136	0.0	0.223284	0.968502	0.969102	0.967129	0.161636	0.002814	0.019215	0.916461	0.853504	0.442233	0.0001	0.999898	0.936198	0.968198	0.937298	0.996498	0.794653	0.975295	0.0	0.0	0.0	0.968002	0.024346	0.04339	0.211195	0.85559	0.936202	0.355718	0.999464	0.988554	0.080543	1.000002	0.000892	0.026082	0.0238	0.996601	0.488321	0.395155	0.971726	0.026821	0.086593	0.997188	0.997601	0.0	0.979601	0.0014	0.0	0.857472	0.135848	0.993101
GSM2261991	0.993485	0.0008	0.522301	0.956493	0.026002	0.924542	0.005346	0.999201	0.994601	0.0	1.000001	1.000001	1.000001	0.0002	0.0	1.000001	0.0	0.192958	1.000001	0.384501	0.0	1.0	1.0	0.0003	0.0	0.0	0.0072	0.427191	0.0	0.651124	1.0	0.0	0.0072	0.0056	0.0055	1.0	0.606947	0.85162	0.0	0.0	0.0	0.0	1.0	0.8449	0.0	1.0	0.61979	0.609406	1.0	0.850936	0.0001	0.0001	0.0002	0.879626	1.0	1.0	1.0	0.070037	0.590321	0.192292	1.0	0.9977	0.9999	0.0	1.0	0.8447	0.9999	0.8402	1.0	0.862558	0.946569	0.0	0.0002	0.0001	0.999999	0.0	0.532182	0.832071	0.844899	0.844899	0.999699	0.999999	0.999999	0.0	0.895289	0.0	0.005905	0.091004	0.999999	0.602161	0.718367	0.994475	0.0	0.0	0.999999	0.993899	0.0	0.999799	0.0	0.0006	0.997899	0.002	0.999999
GSM2261986	0.9997	0.0	0.5802	0.914908	0.0	0.985322	0.0034	0.9909	0.9912	0.0	1.0	1.0	1.0	0.0	0.0046	1.0	0.0	0.998013	1.0	0.122468	0.0	0.80542	0.623663	0.0	0.0	0.0	0.805601	0.0	0.0	0.004923	1.0	0.0	0.801201	0.567964	0.850981	1.0	0.7035	0.929064	0.0	0.0	0.0	0.0	0.9996	0.9574	0.0049	0.9996	0.0	0.0	1.0	0.975029	0.0	0.0	0.0	0.97536	0.958965	1.0	1.0	0.0	0.0	0.0	1.000001	0.856663	0.999601	0.0	0.998801	0.960275	1.000001	0.938301	1.000001	0.999601	0.736828	0.0	0.0	0.0	0.984895	0.020617	0.141542	0.880655	0.9601	0.9556	0.9996	0.9948	1.0	0.0	0.9931	0.0	0.0	0.0	1.0	0.0	0.00773	1.0	0.052048	0.0	1.0	1.0	0.005	1.0	0.0	0.0	0.857929	0.213952	1.0
synth_20_G3-G4	0.988663	0.0	0.7868	0.9943	0.0	0.9997	0.133886	0.9996	0.9995	0.000501	0.544156	0.913102	0.914432	0.427964	0.121888	0.973236	0.036824	0.729678	0.885237	0.03089	0.036591	0.993	0.605847	0.0001	0.000636	0.078195	0.0435	0.034031	0.03836	0.149373	0.957115	0.036636	0.0435	0.397225	0.371966	0.992	0.631242	0.965057	0.0942	0.0002	0.0	0.361508	0.537219	0.696202	0.043422	0.602745	0.085532	0.083946	0.594564	0.153137	0.041929	0.420715	0.0	0.527078	0.59493	0.684992	0.752516	0.0009	0.215642	0.011821	0.981501	0.999996	0.581625	0.073793	0.783737	0.718125	0.578925	0.718733	0.986344	0.817214	0.82048	0.0	0.0	0.0	0.494566	0.019564	0.056185	0.400011	0.717548	0.696197	0.546918	0.910808	0.887886	0.018132	0.926525	0.113071	0.143052	0.074855	0.998925	0.078043	0.077249	0.865442	0.0	0.36613	0.986654	0.873165	0.045852	0.56725	0.0	0.0002	1.000002	0.0	0.994897
GSM2262293	0.988249	0.003713	0.802627	0.871201	0.007489	0.974901	0.0	0.975306	0.970701	0.0061	0.964464	0.996071	0.99636	0.043081	0.247329	0.997737	0.0034	0.804065	1.000001	0.091249	0.003232	0.9955	0.964093	0.0	0.0022	0.002542	0.788498	0.114871	0.003	0.22273	0.996198	0.002997	0.788498	0.029847	0.031086	0.983298	0.795078	0.907585	0.0028	0.0002	0.0	0.032955	0.74228	0.8687	0.000149	0.737088	0.184664	0.186723	0.966897	0.904415	0.010567	0.041579	0.0013	0.227638	0.965797	0.964246	0.943583	0.086067	0.015624	0.103546	0.997442	0.999301	0.690949	0.0021	0.998301	0.8676	0.96038	0.8735	0.999601	0.912597	0.999801	0.0	0.001	0.013919	0.945164	0.002632	0.125901	0.402061	0.868699	0.868699	0.716176	0.996199	0.974167	0.002067	0.997399	0.0	0.0	0.001129	0.999599	0.179567	0.184072	0.999599	0.0	0.033361	0.999599	0.999899	0.0002	0.955999	0.0	0.0	0.999399	0.0004	0.999599
GSM2262197	0.9986	0.0	0.9518	0.9993	0.0	0.859372	0.0	0.9999	0.999	0.0	0.908444	0.99743	0.9977	0.097347	0.225519	0.9997	0.000365	0.944269	0.999266	0.000805	0.000364	0.9998	0.718264	0.0	0.0	0.001722	0.6751	0.0	0.001596	0.0007	0.9995	0.0002	0.6751	0.72016	0.700186	0.9999	0.689	0.8307	0.0	0.0	0.0	0.095065	0.983435	0.8492	0.0002	0.9833	0.0	0.0	0.901485	0.457475	0.0002	0.09397	0.0	0.924009	0.69092	0.890215	0.901804	0.0	0.0	0.0	1.0	0.998978	0.9835	0.000962	0.977026	0.8492	0.906121	0.8483	0.999562	0.988833	0.9999	0.0	0.0	0.0049	0.871127	0.047845	0.0096	0.771985	0.8492	0.841233	0.983424	0.9982	0.997	0.0	1.0	0.0001	0.0	0.0	1.0	0.0	0.0	1.0	0.0048	0.0942	0.9995	0.99925	0.0002	0.898026	0.0	0.0	0.9991	0.001	0.9999
synth_89_G3-G4	0.986497	0.000142	0.941801	0.842746	0.0	0.689808	0.085066	0.991449	0.989361	0.0001	0.996836	0.9992	0.9992	0.314867	0.0095	0.9998	0.0001	0.9992	0.9997	0.004458	0.0001	0.999	0.9988	0.0	0.0008	0.0005	0.2876	0.0007	0.0001	0.0001	0.9999	0.0001	0.2876	0.043938	0.041627	0.9998	0.6459	0.76673	0.0011	0.0002	0.0016	0.0012	0.9884	0.9195	0.0	0.989701	0.0003	0.000998	0.998735	0.837999	0.0002	0.309888	0.0008	0.942083	0.997201	0.998601	0.996901	0.142713	0.0006	0.0	0.9998	0.9965	0.9887	0.0007	0.9992	0.9188	0.9985	0.9207	0.9993	0.96499	0.961566	0.102356	0.0008	0.0	0.998299	0.0	0.005532	0.808354	0.919499	0.919499	0.984754	0.999299	0.998699	0.0002	0.999999	0.0002	0.039263	0.0	0.961247	0.0007	0.0008	0.960982	0.0002	0.0012	0.999701	0.994192	0.0	0.678646	0.0001	0.0	0.998575	0.0003	0.999201
GSM2261801	0.984594	0.0	0.9282	0.9992	0.334874	0.990385	0.042971	1.0	1.0	0.0399	0.660508	0.972207	0.971936	0.015673	0.001	1.000001	0.0	0.967108	1.000001	0.496869	0.0	1.0	1.0	0.060247	0.0	0.018955	0.822501	0.043336	0.0	0.042231	1.000001	0.0	0.822162	0.108246	0.251151	1.000001	0.615865	0.886486	0.006439	0.0	0.0	0.0075	0.9989	0.8855	0.025218	0.999	0.044132	0.048093	0.9997	0.016581	0.0143	0.01516	0.017433	0.661544	0.999516	1.0	1.0	0.0002	0.262042	0.041142	1.000001	0.87797	0.984001	0.016023	1.000001	0.854906	0.985917	0.800523	1.000001	0.919342	0.801084	0.0	0.017023	0.236741	0.999897	0.0	0.353784	0.437434	0.646314	0.778834	0.984697	0.971982	0.998597	0.0	0.968896	0.404158	0.0	0.0	1.0	0.045913	0.363908	1.0	0.0	0.0079	1.0	1.0	0.02469	0.983686	0.0	0.0563	0.882112	0.0	1.0
synth_191_Group_4	0.866254	0.00058	0.0029	0.245382	0.0002	0.9931	0.00162	0.9932	0.9924	0.0	0.994656	0.999801	0.999801	0.019949	0.037059	0.99868	0.0	0.957433	1.000001	0.0002	0.0	1.0	1.0	0.0	0.0	0.0002	0.8373	0.01796	0.0001	0.147139	0.9999	0.0001	0.723268	0.0363	0.039021	1.0	0.986199	0.997899	0.0027	0.0	0.070144	0.0085	0.958482	0.845699	0.0	0.957357	0.141545	0.04194	0.994742	0.2134	0.012848	0.016866	0.017199	0.219447	0.995803	0.999703	0.993939	0.076104	0.021547	0.0	0.999095	0.92599	0.96815	0.0	1.000001	0.835601	0.982549	0.838401	0.999999	0.982277	0.959431	0.0	0.0157	0.0	0.980475	0.0001	0.024718	0.666493	0.8457	0.8457	0.897488	0.999901	0.996886	0.000781	0.999901	0.0	0.040682	0.0	0.961903	0.0391	0.034834	0.959805	0.002563	0.00875	0.999999	0.999999	0.0	0.978605	0.0	0.0	0.999999	0.0	0.999999
GSM2261961	0.994909	0.0	0.6933	1.0	0.037519	0.937718	0.006	0.9999	0.9999	0.044342	0.969726	0.997498	0.997783	0.143216	0.145118	0.999398	0.000785	0.836551	0.980417	0.172483	0.000554	0.876496	0.874791	0.213394	0.0006	0.0013	0.329963	0.151194	0.0012	0.128368	0.999299	0.0008	0.259061	0.016456	0.031497	0.997799	0.629214	0.887157	0.0002	0.0001	0.038838	0.012892	0.851501	0.909501	0.0006	0.828561	0.158189	0.150297	0.981697	0.01789	0.128801	0.138283	0.136377	0.808601	0.983103	0.989151	0.992181	0.06777	0.342819	0.1317	0.999391	0.815906	0.689431	0.001381	0.999396	0.787488	0.858895	0.747685	0.998596	0.946394	0.998152	0.0	0.135646	0.281168	0.969352	0.004273	0.228365	0.68003	0.9091	0.663457	0.728223	0.997801	0.973128	0.0004	0.999501	0.43047	0.0	0.0006	0.999197	0.147653	0.154372	0.999224	0.013808	0.013561	0.998397	0.998497	0.0005	0.857236	0.0	0.241729	0.855729	0.0005	0.997797
synth_45_G3-G4	0.945473	0.0075	0.1618	0.983301	0.024786	0.802829	0.0	0.869659	0.999101	0.255819	0.464321	0.949186	0.946492	0.593376	0.233959	0.967517	0.000233	0.343464	0.940961	0.058057	0.0003	0.564202	0.656405	0.0	0.000283	0.028443	0.0105	0.001273	0.000816	0.885866	0.99742	0.000272	0.0105	0.231995	0.715729	0.289623	0.524173	0.933218	0.05261	0.008943	0.0	0.197525	0.5476	0.918099	0.404569	0.63418	0.48443	0.302621	0.459068	0.167635	0.0055	0.587823	0.0	0.008357	0.45938	0.198421	0.461248	0.013834	0.456902	0.007551	0.969161	0.942076	0.549485	0.027021	0.999899	0.918099	0.463274	0.918099	0.931832	0.534418	0.341828	0.0	0.0	0.0	0.476502	0.0018	0.23778	0.0006	0.918101	0.918101	0.554309	0.577295	0.995901	0.030415	0.646375	0.001434	0.355199	0.0002	0.904764	0.298227	0.30469	0.547684	0.0019	0.202228	0.935548	0.968443	0.4112	0.399536	0.209781	0.001944	0.943833	0.003307	0.873288
synth_172_G3-G4	0.845515	0.0	0.7923	0.9939	0.0012	0.9989	0.011797	0.9997	0.9997	0.056586	0.552673	0.963416	0.966292	0.556804	0.04616	0.986194	0.0001	0.385916	0.940282	0.086214	0.0002	0.563788	0.585125	0.0008	0.0006	0.01705	0.0008	0.013738	0.0001	0.413948	0.999926	0.0002	0.0008	0.262914	0.734077	0.321721	0.501764	0.949268	0.018325	0.001034	0.00053	0.248066	0.9161	0.8582	0.253648	0.924845	0.215266	0.179322	0.457813	0.277397	0.006	0.549527	0.0	0.120186	0.459062	0.444748	0.476134	9.9e-05	0.383724	0.037465	0.990018	0.862708	0.917005	0.015897	0.999398	0.858199	0.451033	0.858199	0.934401	0.785114	0.261458	0.0	0.0	0.0	0.457328	0.0	0.090495	0.034984	0.858201	0.858201	0.9163	0.736463	0.993701	0.008663	0.781177	0.007677	0.242063	0.0001	0.920653	0.174806	0.168288	0.702629	0.007902	0.254324	0.939913	0.988268	0.258188	0.438068	0.074927	0.018989	0.866881	0.002297	0.928577
