,0
synth_55_Group_4,synthetic_Group_4
synth_56_Group_4,synthetic_Group_4
synth_57_Group_4,synthetic_Group_4
synth_58_Group_4,synthetic_Group_4
synth_59_Group_4,synthetic_Group_4
synth_60_Group_4,synthetic_Group_4
synth_61_Group_4,synthetic_Group_4
synth_62_Group_4,synthetic_Group_4
synth_63_Group_4,synthetic_Group_4
synth_64_Group_4,synthetic_Group_4
synth_65_Group_4,synthetic_Group_4
synth_66_Group_4,synthetic_Group_4
synth_67_Group_4,synthetic_Group_4
synth_68_Group_4,synthetic_Group_4
synth_69_Group_4,synthetic_Group_4
synth_70_Group_4,synthetic_Group_4
synth_71_Group_4,synthetic_Group_4
synth_72_Group_4,synthetic_Group_4
synth_73_Group_4,synthetic_Group_4
synth_74_Group_4,synthetic_Group_4
synth_75_Group_4,synthetic_Group_4
synth_76_Group_4,synthetic_Group_4
synth_77_Group_4,synthetic_Group_4
synth_78_Group_4,synthetic_Group_4
synth_79_Group_4,synthetic_Group_4
synth_80_Group_4,synthetic_Group_4
synth_81_Group_4,synthetic_Group_4
synth_82_Group_4,synthetic_Group_4
synth_83_Group_4,synthetic_Group_4
synth_84_Group_4,synthetic_Group_4
synth_85_Group_4,synthetic_Group_4
synth_86_Group_4,synthetic_Group_4
synth_87_Group_4,synthetic_Group_4
synth_88_Group_4,synthetic_Group_4
synth_89_Group_4,synthetic_Group_4
synth_90_Group_4,synthetic_Group_4
synth_91_Group_4,synthetic_Group_4
synth_92_Group_4,synthetic_Group_4
synth_93_Group_4,synthetic_Group_4
synth_94_Group_4,synthetic_Group_4
synth_95_Group_4,synthetic_Group_4
synth_96_Group_4,synthetic_Group_4
synth_97_Group_4,synthetic_Group_4
synth_98_Group_4,synthetic_Group_4
synth_99_Group_4,synthetic_Group_4
synth_100_Group_4,synthetic_Group_4
synth_101_Group_4,synthetic_Group_4
synth_102_Group_4,synthetic_Group_4
synth_103_Group_4,synthetic_Group_4
synth_104_Group_4,synthetic_Group_4
synth_105_Group_4,synthetic_Group_4
synth_106_Group_4,synthetic_Group_4
synth_107_Group_4,synthetic_Group_4
synth_108_Group_4,synthetic_Group_4
synth_109_Group_4,synthetic_Group_4
synth_110_Group_4,synthetic_Group_4
synth_111_Group_4,synthetic_Group_4
synth_112_Group_4,synthetic_Group_4
synth_113_Group_4,synthetic_Group_4
synth_114_Group_4,synthetic_Group_4
synth_115_Group_4,synthetic_Group_4
synth_116_Group_4,synthetic_Group_4
synth_117_Group_4,synthetic_Group_4
synth_118_Group_4,synthetic_Group_4
synth_119_Group_4,synthetic_Group_4
synth_120_Group_4,synthetic_Group_4
synth_121_Group_4,synthetic_Group_4
synth_122_Group_4,synthetic_Group_4
synth_123_Group_4,synthetic_Group_4
synth_124_Group_4,synthetic_Group_4
synth_125_Group_4,synthetic_Group_4
synth_126_Group_4,synthetic_Group_4
synth_127_Group_4,synthetic_Group_4
synth_128_Group_4,synthetic_Group_4
synth_129_Group_4,synthetic_Group_4
synth_130_Group_4,synthetic_Group_4
synth_131_Group_4,synthetic_Group_4
synth_132_Group_4,synthetic_Group_4
synth_133_Group_4,synthetic_Group_4
synth_134_Group_4,synthetic_Group_4
synth_135_Group_4,synthetic_Group_4
synth_136_Group_4,synthetic_Group_4
synth_137_Group_4,synthetic_Group_4
synth_138_Group_4,synthetic_Group_4
synth_139_Group_4,synthetic_Group_4
synth_140_Group_4,synthetic_Group_4
synth_141_Group_4,synthetic_Group_4
synth_142_Group_4,synthetic_Group_4
synth_143_Group_4,synthetic_Group_4
synth_144_Group_4,synthetic_Group_4
synth_145_Group_4,synthetic_Group_4
synth_146_Group_4,synthetic_Group_4
synth_147_Group_4,synthetic_Group_4
synth_148_Group_4,synthetic_Group_4
synth_149_Group_4,synthetic_Group_4
synth_150_Group_4,synthetic_Group_4
synth_151_Group_4,synthetic_Group_4
synth_152_Group_4,synthetic_Group_4
synth_153_Group_4,synthetic_Group_4
synth_154_Group_4,synthetic_Group_4
synth_155_Group_4,synthetic_Group_4
synth_156_Group_4,synthetic_Group_4
synth_157_Group_4,synthetic_Group_4
synth_158_Group_4,synthetic_Group_4
synth_159_Group_4,synthetic_Group_4
synth_160_Group_4,synthetic_Group_4
synth_161_Group_4,synthetic_Group_4
synth_162_Group_4,synthetic_Group_4
synth_163_Group_4,synthetic_Group_4
synth_164_Group_4,synthetic_Group_4
synth_165_Group_4,synthetic_Group_4
synth_166_Group_4,synthetic_Group_4
synth_167_Group_4,synthetic_Group_4
synth_168_Group_4,synthetic_Group_4
synth_169_Group_4,synthetic_Group_4
synth_170_Group_4,synthetic_Group_4
synth_171_Group_4,synthetic_Group_4
synth_172_Group_4,synthetic_Group_4
synth_173_Group_4,synthetic_Group_4
synth_174_Group_4,synthetic_Group_4
synth_175_Group_4,synthetic_Group_4
synth_176_Group_4,synthetic_Group_4
synth_177_Group_4,synthetic_Group_4
synth_178_Group_4,synthetic_Group_4
synth_179_Group_4,synthetic_Group_4
synth_180_Group_4,synthetic_Group_4
synth_181_Group_4,synthetic_Group_4
synth_182_Group_4,synthetic_Group_4
synth_183_Group_4,synthetic_Group_4
synth_184_Group_4,synthetic_Group_4
synth_185_Group_4,synthetic_Group_4
synth_186_Group_4,synthetic_Group_4
synth_187_Group_4,synthetic_Group_4
synth_188_Group_4,synthetic_Group_4
synth_189_Group_4,synthetic_Group_4
synth_190_Group_4,synthetic_Group_4
synth_191_Group_4,synthetic_Group_4
synth_192_Group_4,synthetic_Group_4
synth_193_Group_4,synthetic_Group_4
synth_194_Group_4,synthetic_Group_4
synth_195_Group_4,synthetic_Group_4
synth_196_Group_4,synthetic_Group_4
synth_197_Group_4,synthetic_Group_4
synth_198_Group_4,synthetic_Group_4
synth_199_Group_4,synthetic_Group_4
synth_0_G3-G4,synthetic_G3-G4
synth_1_G3-G4,synthetic_G3-G4
synth_2_G3-G4,synthetic_G3-G4
synth_3_G3-G4,synthetic_G3-G4
synth_4_G3-G4,synthetic_G3-G4
synth_5_G3-G4,synthetic_G3-G4
synth_6_G3-G4,synthetic_G3-G4
synth_7_G3-G4,synthetic_G3-G4
synth_8_G3-G4,synthetic_G3-G4
synth_9_G3-G4,synthetic_G3-G4
synth_10_G3-G4,synthetic_G3-G4
synth_11_G3-G4,synthetic_G3-G4
synth_12_G3-G4,synthetic_G3-G4
synth_13_G3-G4,synthetic_G3-G4
synth_14_G3-G4,synthetic_G3-G4
synth_15_G3-G4,synthetic_G3-G4
synth_16_G3-G4,synthetic_G3-G4
synth_17_G3-G4,synthetic_G3-G4
synth_18_G3-G4,synthetic_G3-G4
synth_19_G3-G4,synthetic_G3-G4
synth_20_G3-G4,synthetic_G3-G4
synth_21_G3-G4,synthetic_G3-G4
synth_22_G3-G4,synthetic_G3-G4
synth_23_G3-G4,synthetic_G3-G4
synth_24_G3-G4,synthetic_G3-G4
synth_25_G3-G4,synthetic_G3-G4
synth_26_G3-G4,synthetic_G3-G4
synth_27_G3-G4,synthetic_G3-G4
synth_28_G3-G4,synthetic_G3-G4
synth_29_G3-G4,synthetic_G3-G4
synth_30_G3-G4,synthetic_G3-G4
synth_31_G3-G4,synthetic_G3-G4
synth_32_G3-G4,synthetic_G3-G4
synth_33_G3-G4,synthetic_G3-G4
synth_34_G3-G4,synthetic_G3-G4
synth_35_G3-G4,synthetic_G3-G4
synth_36_G3-G4,synthetic_G3-G4
synth_37_G3-G4,synthetic_G3-G4
synth_38_G3-G4,synthetic_G3-G4
synth_39_G3-G4,synthetic_G3-G4
synth_40_G3-G4,synthetic_G3-G4
synth_41_G3-G4,synthetic_G3-G4
synth_42_G3-G4,synthetic_G3-G4
synth_43_G3-G4,synthetic_G3-G4
synth_44_G3-G4,synthetic_G3-G4
synth_45_G3-G4,synthetic_G3-G4
synth_46_G3-G4,synthetic_G3-G4
synth_47_G3-G4,synthetic_G3-G4
synth_48_G3-G4,synthetic_G3-G4
synth_49_G3-G4,synthetic_G3-G4
synth_50_G3-G4,synthetic_G3-G4
synth_51_G3-G4,synthetic_G3-G4
synth_52_G3-G4,synthetic_G3-G4
synth_53_G3-G4,synthetic_G3-G4
synth_54_G3-G4,synthetic_G3-G4
synth_55_G3-G4,synthetic_G3-G4
synth_56_G3-G4,synthetic_G3-G4
synth_57_G3-G4,synthetic_G3-G4
synth_58_G3-G4,synthetic_G3-G4
synth_59_G3-G4,synthetic_G3-G4
synth_60_G3-G4,synthetic_G3-G4
synth_61_G3-G4,synthetic_G3-G4
synth_62_G3-G4,synthetic_G3-G4
synth_63_G3-G4,synthetic_G3-G4
synth_64_G3-G4,synthetic_G3-G4
synth_65_G3-G4,synthetic_G3-G4
synth_66_G3-G4,synthetic_G3-G4
synth_67_G3-G4,synthetic_G3-G4
synth_68_G3-G4,synthetic_G3-G4
synth_69_G3-G4,synthetic_G3-G4
synth_70_G3-G4,synthetic_G3-G4
synth_71_G3-G4,synthetic_G3-G4
synth_72_G3-G4,synthetic_G3-G4
synth_73_G3-G4,synthetic_G3-G4
synth_74_G3-G4,synthetic_G3-G4
synth_75_G3-G4,synthetic_G3-G4
synth_76_G3-G4,synthetic_G3-G4
synth_77_G3-G4,synthetic_G3-G4
synth_78_G3-G4,synthetic_G3-G4
synth_79_G3-G4,synthetic_G3-G4
synth_80_G3-G4,synthetic_G3-G4
synth_81_G3-G4,synthetic_G3-G4
synth_82_G3-G4,synthetic_G3-G4
synth_83_G3-G4,synthetic_G3-G4
synth_84_G3-G4,synthetic_G3-G4
synth_85_G3-G4,synthetic_G3-G4
synth_86_G3-G4,synthetic_G3-G4
synth_87_G3-G4,synthetic_G3-G4
synth_88_G3-G4,synthetic_G3-G4
synth_89_G3-G4,synthetic_G3-G4
synth_90_G3-G4,synthetic_G3-G4
synth_91_G3-G4,synthetic_G3-G4
synth_92_G3-G4,synthetic_G3-G4
synth_93_G3-G4,synthetic_G3-G4
synth_94_G3-G4,synthetic_G3-G4
synth_95_G3-G4,synthetic_G3-G4
synth_96_G3-G4,synthetic_G3-G4
synth_97_G3-G4,synthetic_G3-G4
synth_98_G3-G4,synthetic_G3-G4
synth_99_G3-G4,synthetic_G3-G4
synth_100_G3-G4,synthetic_G3-G4
synth_101_G3-G4,synthetic_G3-G4
synth_102_G3-G4,synthetic_G3-G4
synth_103_G3-G4,synthetic_G3-G4
synth_104_G3-G4,synthetic_G3-G4
synth_105_G3-G4,synthetic_G3-G4
synth_106_G3-G4,synthetic_G3-G4
synth_107_G3-G4,synthetic_G3-G4
synth_108_G3-G4,synthetic_G3-G4
synth_109_G3-G4,synthetic_G3-G4
synth_110_G3-G4,synthetic_G3-G4
synth_111_G3-G4,synthetic_G3-G4
synth_112_G3-G4,synthetic_G3-G4
synth_113_G3-G4,synthetic_G3-G4
synth_114_G3-G4,synthetic_G3-G4
synth_115_G3-G4,synthetic_G3-G4
synth_116_G3-G4,synthetic_G3-G4
synth_117_G3-G4,synthetic_G3-G4
synth_118_G3-G4,synthetic_G3-G4
synth_119_G3-G4,synthetic_G3-G4
synth_120_G3-G4,synthetic_G3-G4
synth_121_G3-G4,synthetic_G3-G4
synth_122_G3-G4,synthetic_G3-G4
synth_123_G3-G4,synthetic_G3-G4
synth_124_G3-G4,synthetic_G3-G4
synth_125_G3-G4,synthetic_G3-G4
synth_126_G3-G4,synthetic_G3-G4
synth_127_G3-G4,synthetic_G3-G4
synth_128_G3-G4,synthetic_G3-G4
synth_129_G3-G4,synthetic_G3-G4
synth_130_G3-G4,synthetic_G3-G4
synth_131_G3-G4,synthetic_G3-G4
synth_132_G3-G4,synthetic_G3-G4
synth_133_G3-G4,synthetic_G3-G4
synth_134_G3-G4,synthetic_G3-G4
synth_135_G3-G4,synthetic_G3-G4
synth_136_G3-G4,synthetic_G3-G4
synth_137_G3-G4,synthetic_G3-G4
synth_138_G3-G4,synthetic_G3-G4
synth_139_G3-G4,synthetic_G3-G4
synth_140_G3-G4,synthetic_G3-G4
synth_141_G3-G4,synthetic_G3-G4
synth_142_G3-G4,synthetic_G3-G4
synth_143_G3-G4,synthetic_G3-G4
synth_144_G3-G4,synthetic_G3-G4
synth_145_G3-G4,synthetic_G3-G4
synth_146_G3-G4,synthetic_G3-G4
synth_147_G3-G4,synthetic_G3-G4
synth_148_G3-G4,synthetic_G3-G4
synth_149_G3-G4,synthetic_G3-G4
synth_150_G3-G4,synthetic_G3-G4
synth_151_G3-G4,synthetic_G3-G4
synth_152_G3-G4,synthetic_G3-G4
synth_153_G3-G4,synthetic_G3-G4
synth_154_G3-G4,synthetic_G3-G4
synth_155_G3-G4,synthetic_G3-G4
synth_156_G3-G4,synthetic_G3-G4
synth_157_G3-G4,synthetic_G3-G4
synth_158_G3-G4,synthetic_G3-G4
synth_159_G3-G4,synthetic_G3-G4
synth_160_G3-G4,synthetic_G3-G4
synth_161_G3-G4,synthetic_G3-G4
synth_162_G3-G4,synthetic_G3-G4
synth_163_G3-G4,synthetic_G3-G4
synth_164_G3-G4,synthetic_G3-G4
synth_165_G3-G4,synthetic_G3-G4
synth_166_G3-G4,synthetic_G3-G4
synth_167_G3-G4,synthetic_G3-G4
synth_168_G3-G4,synthetic_G3-G4
synth_169_G3-G4,synthetic_G3-G4
synth_170_G3-G4,synthetic_G3-G4
synth_171_G3-G4,synthetic_G3-G4
synth_172_G3-G4,synthetic_G3-G4
synth_173_G3-G4,synthetic_G3-G4
synth_174_G3-G4,synthetic_G3-G4
synth_175_G3-G4,synthetic_G3-G4
synth_176_G3-G4,synthetic_G3-G4
synth_177_G3-G4,synthetic_G3-G4
synth_178_G3-G4,synthetic_G3-G4
synth_179_G3-G4,synthetic_G3-G4
synth_180_G3-G4,synthetic_G3-G4
synth_181_G3-G4,synthetic_G3-G4
synth_182_G3-G4,synthetic_G3-G4
synth_183_G3-G4,synthetic_G3-G4
synth_184_G3-G4,synthetic_G3-G4
synth_185_G3-G4,synthetic_G3-G4
synth_186_G3-G4,synthetic_G3-G4
synth_187_G3-G4,synthetic_G3-G4
synth_188_G3-G4,synthetic_G3-G4
synth_189_G3-G4,synthetic_G3-G4
synth_190_G3-G4,synthetic_G3-G4
synth_191_G3-G4,synthetic_G3-G4
synth_192_G3-G4,synthetic_G3-G4
synth_193_G3-G4,synthetic_G3-G4
synth_194_G3-G4,synthetic_G3-G4
synth_195_G3-G4,synthetic_G3-G4
synth_196_G3-G4,synthetic_G3-G4
synth_197_G3-G4,synthetic_G3-G4
synth_198_G3-G4,synthetic_G3-G4
synth_199_G3-G4,synthetic_G3-G4
